Project ID,Insect Type,Insect Order,Project Title,Project Description,Type,16s rRNA,full_results
PRJNA683715,Sirex noctilio (Hymenoptera: Siricoidea),Hymenoptera,Gut microbial communities in Sirex noctilio (Hymenoptera: Siricoidea),"Provideing understanding of larval adaptation strategies in nutrient deficient host xylem, and may open up research avenues in the development of novel pest management strategies for interfering with the gut microbiota.",paired,0,0
PRJNA682321,Aedes albopictus,Diptera,The effect of radiation on the gut bacteriome of Aedes albopictus Raw sequence reads,These are the rad sequence data of the 16SrDNA of Aedes albopictus gut microbiota after irradiation treatment,paired,0,0
PRJNA680670,Plutella xylostella,Lepidoptera,16S rDNA Sequencing of Plutella xylostella Midgut microbe after DMNT treatment at 72 hours,To investigated the composition of the internal microbiota within the midgut system upon DMNT treatment. A bioinformatics comparison of midgut microbes based on 16S ribosomal DNA sequencing indicated that the DMNT treatment significant disturbed the microbiota composition in the midgut of P. xylostella larvae .,paired,0,0
PRJNA679648,Drosophila,Diptera,Drosophila gut metagenome Raw sequence reads,Midgut microbiome analysis of D. melanogaster 3rd instar larvae with or without L. boulardi infection.,paired,0,0
PRJNA674594,,,insect gut metagenome Raw sequence reads,gut flora,paired,0,0
PRJNA674584,Drosophila,Diptera,drosophila,gut flora,paired,0,0
PRJNA674573,Drosophila,Diptera,drosophila Raw sequence,change of gut microbes,paired,0,0
PRJNA674540,,,insect gut metagenome Genome sequencing,change of gut flora,paired,0,0
PRJNA674528,,,insect gut metagenome Genome sequencing,change of gut microbes,paired,0,0
PRJNA674524,,,insect gut metagenome Genome sequencing,gut microbes,paired,0,0
PRJNA674521,,,insect gut metagenome Genome sequencing,change of drosophila gut microbes,paired,0,0
PRJNA674520,,,insect gut metagenome Genome sequencing,change of gut metagene,paired,0,0
PRJNA674513,Drosophila,Diptera,Drosophila gut microbes Raw sequence reads,the change of the gut microbes,paired,0,0
PRJNA673566,Ambrostoma,Coleoptera,Ambrostoma trancriptome and microbiota,Partitioning roles of insect and gut bacteria on insecticide resistance,single,0,0
PRJNA669646,honey bee,Hymenoptera,Impact of antibiotics and natural feed additives on the microbial community of the honeybee,"The honeybee gut is an ecological niche that has only recently been explored with advanced molecular techniques. It is known that the intestinal microbiota in honeybees is relatively simple and stable, to the extent that the greatest variations in its composition, post perturbations, are found in the proportions of some core microbial groups, rather than in the presence or absence of specific microbial taxa. Lately, numerous researches on livestock have shown the negative effects of antibiotics on the intestinal microbiota, filling a knowledge gap in the microbiology research. The present project aims at contributing to an improvement of knowledge on antibiotic and bio-products medicaments on the gut microbiota of honeybees through comparing the impact of three Antibiotics and 3 Bio-products administration.",paired,1,1
PRJNA669272,Apis mellifera,Hymenoptera,Gut microbiota of the maltese honeybee (Apis mellifera subsp. ruttneri),"To date, the Maltese honeybee is an endangered subspecies due to the importation of other European subspecies on the maltese islands, thus posing a threat to the hundred pure beehives still present in the main Maltese island. The study on Apis mellifera subsp. ruttneri was carried out in three different hives characterized by different beekeeping management. The discoveries made in this analysis could be a precursor for a new in-depth investigation of the honey bee gut microbiota, which also takes into consideration the subspecies and their ecological adaptation niche, especially in all those places that are difficult to reach and therefore preserved by genetic standardization driven by globalization of honeybees market.",paired,1,1
PRJNA668256,Bee,Hymenoptera,Queen bee and worker bee gut microbes,16S rRNA sequences of queen bee and worker bee gut microbes,paired,1,0
PRJNA665789,Bactrocera dorsalis,Diptera,Vertically Transmitted Gastrointestinal Bacteria and Nutrition Influence the Immunity and Fitness of Bactrocera dorsalis larvae,Effects of some members of the vertically transmitted intestinal microbiota and diet on the fitness traits and immunity of B. dorsalis larvae was studied in this project,single,0,0
PRJNA665354,cockchafer (Melolontha melolontha L.),Coleoptera,Mirobiome from the midgut of the common cockchafer (Melolontha melolontha L.),Mirobiome from the midgut of the common cockchafer (Melolontha melolontha L.),single,0,0
PRJNA665210,Ant,Hymenoptera,Metabarcoding ant gut contents,"This was part of a study that employed stable isotope analysis to further investigate diet, to determine dietary overlap among native and non-native ant species occurring in natural ecosystems. We employed DNA metabarcoding techniques (cytochrome c oxidase subunit I) to identify gut contents of ant species found in natural ecosystems in New Zealand.",paired,0,0
PRJNA660110,Phalacrognathus muelleri,Coleoptera,The Phalacrognathus muelleri gut microbes,Divergence in gut bacterial community among life stages of the rainbow stag beetle Phalacrognathus muelleri,paired,1,0
PRJDB10460,tyrosine-restricted,,Gut microbiome of tyrosine-restricted larva,Comparison of Drosophila melanogaster larval gut microbiome fed complete versus tyrosine-restricted holidic medium. Third larvae were reared on the medium from the embryonic stage and guts were dissected.,paired,0,0
PRJNA655399,Fall armyworm,Lepidoptera,Metagenomic analysis in the Midguts of the Fall armyworm,"Metagenomic analysis in the Midguts of the Fall armyworm, Spodoptera frugiperda in Guangzhou, China",paired,1,0
PRJNA655184,honey bee,Hymenoptera,Plant protection products (PPP - pesticides) impact on honeybee gut and pollen microbial community,Long-term impact of neonicotinoids and fungicides on the gut microbial community of honeybees (Apis mellifera carnica),paired,1,1
PRJDB10216,Fly,Diptera,Gut microbiome of iso,"16s amplicon sequencing of 2-, 4-, 6-week-old iso31 male flies to understand how ageing impacts gut microbiome",paired,1,1
PRJNA647896,Anamola dimidiata larvae,Coleoptera,Metagenomics analysis of the gut of Anamola dimidiata larvae,"This study was conducted to profile the diversity of gut bacteria in the white grub, Anamola dimidiata through metagenomics sequencing and analysis of the 16S ribosomal RNA gene. The profiling of gut microflora and characterization of their function would raise the possibility of utilizing such information to enhance sustainability of economically important insects such as A. dimidiata and would help in developing novel solutions for targeting the management of such insect pests.",paired,0,0
PRJNA646618,Ensifera,Orthoptera,Gut Bacterial Communities of Ensifera,Gut Bacterial Communities across 12 Ensifera (Orthoptera) at Different Feeding Habits.,paired,1,1
PRJNA645509,Blattella germanica (L.),Blattodea,Oral toxicity of boric acid on different instars of Blattella germanica (L.),".In this study, we measured its oral virulence effect on German cockroaches of various instars, and characterized its effect on gut microbiota by high-throughput sequencing technology.",paired,0,0
PRJNA645267,honeybee,Hymenoptera,Honeybee Microbiome,Honeybee Microbiome,paired,1,1
PRJNA645015,honeybee,Hymenoptera,Honeybee gut microbiome,Gut microbes have a close relationship with host and plays a significant role in the health of host.,paired,0,0
PRJNA642678,Beetle,Coleoptera,Gut bacterial community structure of stag beetle,"In this study, we investigated gut bacterial community structure of male and female beetle by sequencing.",paired,1,0
PRJDB10138,,,Gut microbiome of dark rnai,This project aims to understand how necrotic cells induced in wings by wp-qf2 and quas-dark-rnai alter the gut microbiome. control sample is identical genetic background of wp-qf2 crossed with wiso31.,paired,1,1
PRJNA642018,Shelfordella lateralis,Blattodea,Shelfordella lateralis microbiome assembly,"Studying the relative effects of vertical transmission, later colonizations and diet on microbiome assembly",paired,1,0
PRJNA640437,honey bee,Hymenoptera,honey bee gut microbial profiles when fed phytochemicals,Honey bees were fed specific beneficial nectar and pollen derived phytochemicals to determine the changes in their gut microbial profile and discover possible associations with the known benefits.,paired,1,1
PRJNA640344,Pieris brassicae,Lepidoptera,Pieris brassicae gut 16S metabarcoding reads,Effect of DNA extraction kits on the detection of bacterial associates of Lepidoptera eggs and adults,paired,1,1
PRJNA640152,honeybee,Hymenoptera,honey bee gut microbiome Raw sequence reads,Honey bee gut microbiome samples were collected after feeding honey bees one of four pollen and nectar derived phytochemicals with known promote to health and longevity. The purpose of this study was to draw associations between the composition of the gut microbiome and the known benefits of the phytochemicals and utilize this information to develop targeted dietary supplementation.,paired,0,0
PRJNA640007,Glanville fritillary butterfly,Lepidoptera,M.cinxia-Microbiota,"The microbiota within the gut of the Glanville fritillary butterfly was efficiently altered by antibiotic treatment, and restored either by fecal transplants or self-resilience after antibiotic relaxation. The dominant species of the gut bacterial community of the larvae did not impact larval performances and metabolism, but rather significantly impacted the host immunity by up-regulating the expression of a gene involved in the response against pathogens. Our study is consistent with the growing literature suggesting that Lepidoptera may not have a gut microbiota beneficial to larval growth or survival, however it showed that other traits which might be important for the fitness of the individuals in nature might have been disregarded while characterizing this host-microbe interaction. To our knowledge, this work is the first one to strongly suggest a link between the gut environment and the immune system of the Glanville fritillary butterfly, a model organism for eco-evolutionary biology.",paired,1,1
PRJNA639597,Moth,Lepidoptera,Gut Microbial Communities in Mealworms and Indianmeal Moth Larvae Respond Differently to Plastic Degradation,"Recent studies describe the role of specific isolated members of insect larval gut microbiota in plastic degradation. However, the effect of plastics on the entire gut microbial community composition and structure is yet unknown. To determine these roles, we studied two insect larvae - Tenebrio molitor degrades polystyrene (PS) and Plodia interpunctella degrades polyethylene (PE). We established two colonies of each species - control (fed oats) and test (fed either PS or PE). After dissecting the larvae to obtain their guts, we extracted, sequenced, and analyzed 16srRNA through amplicon sequencing. In Plodia interpunctella fed only PE, we find significant increased relative abundance of microbial families Pseudomonaceae, Clostridiaceae and Caulobacteraceae - from 0.15% in the control to about 50% in the PE-fed group. In Tenebrio molitor fed only PS, degradation is not associated with significant changes in microbial abundance. We hypothesize that Tenebrio microbiome uses other mechanisms such as protein production and/or cross feeding, retaining the original gut microbial structure and composition during PS degradation. This study showcases the diverse mechanisms used by larval gut microbiota to achieve polyethylene and polystyrene degradation, indicating a variation in the effect of plastic degradation on the gut microbial community of larvae.",single,0,0
PRJNA638522,spider,Araneae,Gut Microbiome of Spiders,Gut Microbiome of Spiders for the 12 species and their metabolic profiling,paired,1,0
PRJNA638242,Helicoverpa armigera,Lepidoptera,Sequencing of gut microbiota in Helicoverpa armigera,Sequencing of gut microbiota in the cotton bolloworm (Helicovera armigera) to reveal the composition of gut microbiota in this insect and determine the impact of baculovirus infection on the gut microbiota.,paired,1,1
PRJNA636089,Apis cerana,Hymenoptera,Distinct gut microbiota profiles of Asian honey bee (Apis cerana) foragers,"We employed 16S rRNA sequencing to assess and compare the differences in gut bacterial profile of Asian honey bee foragers with workers, and with Western honey bee foragers.",single,0,0
PRJNA635993,fruit fly,Diptera,insect gut metagenome Raw sequence reads,fruit fly gut metagenome Raw sequence reads,paired,0,0
PRJNA635991,Drosophila,Diptera,insect gut metagenome Raw sequence reads,drosophila gut metagenome Raw sequence reads,paired,1,0
PRJNA635965,,,insect gut metagenome Raw sequence reads,CK wild-1 insect gut metagenome Raw sequence reads,paired,0,0
PRJDB9250,Zootermopsis nevadensis,Isoptera,16S rRNA gene sequencing of bacterial community associated with single Trichonympha cells from Zootermopsis nevadensis.,"We conducted 16S rRNA gene amplicon sequencing of bacterial community associated with four Triconympha species present in the gut of Zootermopsis nevadensis: T. collaris, T. campanula, T. sphaerica, and T. postcylindrica. Single Triconympha cells isolated by micromanipulation were used for each sequencing.",paired,1,0
PRJNA635174,Cockroach,Blattodea,Bacterial consortia derived from the gut of cockroach Nauphoeta cinerea Metagenome,Bacterial consortia derived from the gut of cockroach Nauphoeta cinerea Metagenome,paired,0,0
PRJNA635089,Mosquito/biting midges,Diptera,Impact gut bacteria on infection and transmission of pathogenic arboviruses by biting midges and mosquitoes,"Tripartite interactions among insect vectors, midgut bacteria, and viruses, may</p><p>determine the ability of insects to transmit pathogenic arboviruses. Here, we</p><p>investigated the impact of gut bacteria on the susceptibility of Culicoides nubeculosus</p><p>and C. sonorensis biting midges for Schmallenberg virus, and of Aedes aegypti</p><p>mosquitoes for Zika and chikungunya virus. Gut bacteria were manipulated by treating</p><p>the adult insects with antibiotics.",paired,1,1
PRJDB8349,Cockroach,Blattodea,16S rRNA gene sequencing of bacteria associated with the gut of termites and cockroaches.,We analyzed the community structures of bacteria associated with the gut of diverse termite and cockroach species by sequencing 16S rRNA gene amplicons.,paired,1,1
PRJNA634467,Culex pipiens,Diptera,16S Gut metagenome of Culex pipiens Metagenome,16S Gut metagenome of Culex pipiens Metagenome,single,0,0
PRJNA632549,honeybee,Hymenoptera,Active bacteria associated with honey bee gut,Characterization of the active bacteria associated with the honey bee gut; cDNA synthesized from the total RNA extracted was used as a template to amplify the bacterial 16S rRNA gene.,paired,1,1
PRJNA630698,honey bee,Hymenoptera,Effects of glyphosate-based herbicide on the honey bee gut microbiota,"This study investigated the effects of a glyphosate-based herbicide on the gut microbiota of honey bees, under laboratory and field conditions",single,0,0
PRJNA630369,Phlebotomus,Diptera,Host species determines the composition of the prokaryotic microbiome in Phlebotomus sand flies,"Sand-flies of the subfamily Phlebotomine are vectors of the parasite Leishmania sp. which infects humans and mammals. Recent studies have unraveled the major role of the gut microbiome of insects as a major modulator of their biological cycle and infectivity. However, we still have limited knowledge about the factors shaping the gut microbiome of sand-flies. We tested the hypothesis that insect species is a major modulator of the gut microbiome of Phlebotomus spp. Sand-flies we collected in traps from the island of Leros, Greece and morphologically classified to P. papatasi, P. tobbi, P. neglectus, P. similis, the former being the most frequently collected species. The prokaryotic gut microbiome was determined via amplicon sequencing of the 16S rRNA gene. P. papatasi supported a largely different gut bacterial community compared to the other species which clustered closely together. This divergence stemmed from the dominance of two OTUs belonging to Wolbachia and Spiroplasma. P. neglectus also showed low bacterial diversity dominated by an OTU belonging to Wolbachia. Conversely, the bacterial microbiome of P. tobbi and P. similis was more diverse characterized by the presence of several less dominant OTUs. The archaeal community was not diverse with the most dominant OTUs belonging to Thaumarcheota, Euryarcheota and Nanoarchaeota. Our study provides pioneering data on the bacterial and archaeal microbiome of Phlebotomus sandflies and demonstrates for the first time the strong filtering effect of genotype on the composition of the gut prokaryotic microbiome. On-going studies will further address the interaction of Leishmania with the gut microbiota of Phlebotomus sandflies.",paired,1,1
PRJNA630363,Spodoptera litura,Lepidoptera,Spodoptera litura gut microbiota,Spodoptera litura gut microbiota,single,0,0
PRJNA629662,Leptopilina boulardi/Leptopilina heterotoma ,Hymenoptera,Leptopilina boulardi and Leptopilina heterotoma Metagenomes,Study the taxonomic compositions of microbiota from these two Drosophila parasitoids,paired,0,0
PRJNA629653,Blattella germanica,Blattodea,Composition of intestinal microbial community of Blattella germanica,Microbial community composition in the intestinal tract of blattella germanica treated with hydramethylnon and Metarhizium.,paired,1,1
PRJNA627843,Coptotermes formosanus,Isoptera,16s RNA gene libary of the bacterial community of Coptotermes formosanus,Effects of phenol oxidase inhibitors on intestinal bacterial community in lower termites,paired,1,1
PRJNA625047,honey bee,Hymenoptera,Gut microbiota associated with two species of domesticated honey bees from Thailand,"The study focused on gut microbiota profile in two domesticated Thai honey bees species, Apis dorsata and Apis florea.",single,0,0
PRJNA615080,,,insect gut metagenome Raw sequence reads,Impact of microbiome on artificial diet-based sericulture industry,paired,0,0
PRJEB31051,Blattella germanica,Blattodea,"Unravelling transmission, assemblage and functions of the gut microbiota of Blattella germanica by treatment with the antibiotics vancomycin and ampicillin","In this experiment, the effect of the antibiotics vancomycin and ampicillin on the intestinal microbiota in Blattella germanica, specifically its transmission, assembly and functions, was studied using a metagenomic analysis. The adult females were treated with vancomycin or ampicillin during the adult phase in the first generation. Individuals derived from these in the second generation for each treatment with antibiotics were 1) treated with the same antibiotic but starting in the nymphal period, 2) not treated with the antibiotic, or 3) not treated with the antibiotic but supplied with feces from a population control. Samples of nymphs and adult females were taken through the two generations for each experiment. After the dissection of insects, the DNA was extracted from the hindgut and the composition and functions of the microbiota were analyzed by metagenomics.",paired,0,0
PRJNA613617,Colorado potato beetle,Coleoptera,Alterations of gut microbiota and immunity in Colorado potato beetle under fungal infection and treatment with neurotoxic insecticide,Alterations of gut microbiota and immunity in Colorado potato beetle under fungal infection and treatment with neurotoxic insecticide,paired,1,0
PRJNA612580,black soldier fly,Diptera,Intestinal bacteria of black soldier fly Raw sequence reads,Black soldier fly gut metagenome raw sequence reads,paired,1,1
PRJNA611995,Lepidoptera,Lepidoptera,Influence of dietary aconitine and nicotine on the gut microbiota of two lepidopteran herbivores,"Gut microbiota plays an important role in pheromone production, pesticide degradation, vitamin synthesis, and pathogen prevention in the host animal. Therefore, similar to gut morphology and digestive enzyme activity, gut microbiota may also get altered under plant defensive compound-induced stress. To test the hypothesis, Dendrolimus superans larvae were fed either aconitine- or nicotine-treated fresh leaves of Larix gmelinii, and Lymantria dispar larvae were fed either aconitine- or nicotine-treated fresh leaves of Salix matsudana. Subsequently, larvae were sampled 72 h after diet administration, and DNA extracted from larval enteric canals were employed for gut microbial 16S rRNA gene sequencing (338F and 806R primers). Sequence analysis revealed that dietary nicotine and aconitine influenced the dominant bacteria in the larval gut and determined their abundance. Moreover, the effect of either aconitine or nicotine on Dendrolimus superans and Lymantria dispar larvae had greater dependence on insect species than on secondary plant metabolites. These findings indicate the importance of gut microbiota in the interaction between an herbivore and its host plant and in the coevolution of plants and insects.",paired,1,1
PRJNA609213,Plutella xylostella,Lepidoptera,Gut microbiota 16S sequencing,16SrDNA sequencing of gut microbiota in host adaptation of Plutella xylostella,paired,0,0
PRJDB9244,Trypoxylus dichotoma larva,Coleoptera,Analysis of bacterial community in the gut of Trypoxylus dichotoma larva,We investigate the abundance and community structure of gut bacteria in T. dichotomus larvae which degrade carbohydrates in satoyama ecosystem.,paired,1,0
PRJNA603992,Dung beetle,Coleoptera,Dung beetle species Raw sequence reads,raw data from amplicons 16S RNA from C. incertus Say,paired,1,1
PRJNA603609,Superworm (Zophobas morio) ,Coleoptera,Zophobas morio Intestinal Microbial Sequencing,"We observed the other insect-super mealworms (Zophobas morio larvae), beyond the species of Tenebrio genus, could also be able to consume and degrade PS foam. We have compared the biodegradation of expanded PS foam (EPS) from two sources in China: Beijing and Shandong province. The larvae consumed EPS over a 50 days period with higher survival rates. Analysis of frass egested using Flourier transformation infrared spectroscopy (FTIR) confirmed the formation of new oxygen-containing functional group in EPS. Gel permeation chromatography (GPC) analysis indicated that depolymerization of ingested EPS with decrease in both Mw and Mn was observed, suggesting that the EPS was biodegraded. We also used the 16S rRNA gene sequence analysis technology to analyze gut bacteria of Z. morio under three different feeding conditions including polystyrene, bran, and bran plus polystyrene.",paired,1,1
PRJNA600829,black soldier fly,Diptera,Insect gut microbial metagenome Raw sequence reads,Reveal the mechanism of black soldier fly intestinal microorganisms and their immune genes in suppressing zoonotic pathogenic microorganisms,paired,1,1
PRJNA600783,Cimex hemipterus,Hemiptera,Metagenomic data of microbial diversity of guts of Cimex hemipterus,"Metagenomic 16S rDNA amplicon data of microbial diversity of guts of fully fed tropical bed bugs, Cimex hemipterus",paired,1,0
PRJNA600667,Cimex hemipterus,Hemiptera,Metagenomic data of microbial diversity of guts of Cimex hemipterus Raw sequence reads,"Metagenomic 16S rDNA amplicon data of microbial diversity of guts of fully fed tropical bed bugs, Cimex hemipterus",paired,1,0
PRJNA599289,honey bee,Hymenoptera,Gut microbiome of honey bees in china,metagenomic sequencing of Apis cerana and Apis mellifera colonies in China,paired,0,0
PRJNA599288,Apis mellifera/ apis cerana,Hymenoptera,Cross-species colonization of Apis cerana and Apis mellifera gut bacteria,metagenome of germ-free A. cerana and A. mellifera workers colonized with complete A. cerana or A. mellifera gut microbiota,paired,0,0
PRJNA598094,Apis mellifera/ apis cerana,Hymenoptera,Metagenomes of bacteria colonizing the gut of Apis mellifera and Apis cerana Metagenome,"Metagenomic samples isolated from the Eastern and Western honey bee (Apis</p><p>mellifera and Apis cerana), to study the evolution of the bacterial communities",paired,0,0
PRJNA598044,Drosophila,Diptera,Diploptera punctata gut microbiome_2019 Raw sequence reads,Raw sequence reads from gut microbiome analysis,paired,0,0
PRJNA597551,Beet armyworm,Lepidoptera,Beet armyworm community diversity,The use of lllumina PE250 high-throughput to sequence the v3-v4 regions of the bacterial 16S gene in the beet armyworm,paired,1,0
PRJNA597423,Rice stem borer,Lepidoptera,Rice stem borer gut sample Raw sequence reads,The bacterial diversity of the rice stem borer by targeting the V3-V4 region of the 16S rDNA using the Illumina PE250,paired,1,0
PRJNA596614,Lepidoptera/Hymenoptera,Lepidoptera/Hymenoptera,Microbial assemblages of herbivorous insects and their host plants,"Dataset consisting of fungal and bacterial assemblages associated with guts of herbivorous insects' larvae (Lepidoptera, Hymenoptera) and their host plants for the purposes of metabarcoding-based analyses of their richness, betadiversity and similarity.",single,0,0
PRJNA595395,,,insect gut metagenome Raw sequence reads,insect gut metagenome Raw sequence reads,paired,0,0
PRJEB35305,Butterfly,Lepidoptera,Disrupting butterfly caterpillar microbiomes does not impact their survival and development,"Associations with gut microbes are believed to play crucial roles in the physiology, immune function, development, and behavior of insects. However, microbiome sequencing has recently suggested that butterflies are an anomaly, since their microbiomes do not show strong host- and developmental stage-specific associations. We experimentally manipulated butterfly larval gut microbiota and found that disrupting gut microbes had little influence on larval survival and development. Larvae of the butterflies Danaus chrysippus and Ariadne merione that fed on chemically sterilized or antibiotic-treated host plant leaves had significantly reduced bacterial loads, and their gut bacterial communities were disrupted substantially. However, neither host species treated this way suffered a significant fitness cost: across multiple experimental blocks, treated and control larvae had similar survival, growth and development. Furthermore, re-introducing microbes from the excreta of control larvae did not improve larval growth and survival. Thus, these butterfly larvae did not appear to rely on specialized gut bacteria for digestion, detoxification, biomass accumulation, and metamorphosis. Our experiments thus show that dependence on gut bacteria for growth and survival is not a universal phenomenon across insects. Our findings also caution that strategies that target gut microbiomes may not always succeed in controlling Lepidopteran pests.",paired,1,1
PRJNA593612,honeybee,Hymenoptera,Response of honeybees to amitraz,"we investigated the transcriptome of honeybees after exposure to 9.4 mg/L amitraz for 10 d, a subchronic dose",paired,0,0
PRJNA592376,Camponotus japonicus,Hymenoptera,Camponotus japonicus gut microbiota,16S rRNA amplicon sequencing of Camponotus japonicus gut microbiota,paired,0,0
PRJNA591375,Propylea japonica，Thunberg,Coleoptera,Bt proteins do not affect the microbiome of the nontarget predator insect Propylea japonica (Thunberg) in short term,the microbiome of Propylea japonica,paired,1,1
PRJNA591088,Bactrocera dorsalis,Diptera,Host fruit as a suitable bacteria growth substrate that promotes larval development of Bactrocera dorsalis,The study evaluates the extent of the interactions between the diets and the gut microbial communities on larval development. We predicted that the suitability of a fruit type for fruit fly larval development is positively correlated with the ability of that fruit to act as a substrate/media for fruit fly symbiotic bacterial growth.,paired,1,1
PRJNA588651,Pachygrontha antennata,Hemiptera,Characteristics of symbiotic microbial communities of Pachygrontha antennata in relation to habitat variables,"This study examines environmental influences on the symbiotic microbial community of Pachygrontha antennata, which are found in various habitat (i.e., urban, forested and agricultural areas).",paired,1,1
PRJEB32318,Pantala flavescens,Odonata,Dragonfly gut microbiome analysis (Pantala flavescens),"Understanding how host species identity, geographic location and diet shape gut microbial composition in wild dragonflies",paired,1,1
PRJEB32316,Orthetrum sabina,Odonata,Dragonfly gut microbiome analysis (Orthetrum sabina),"Understanding how host species identity, geographic location and diet shape gut microbial composition in wild dragonflies",paired,1,1
PRJEB32311,Trithemis aurora/Zyxomma iris/Urothemis signata,Odonata,"Dragonfly gut microbiome analysis (T. aurora, Z. iris, U. signata)","Understanding how host species identity, geographic location and diet shape gut microbial composition in wild dragonflies",paired,1,1
PRJEB32309,Orthetrum pruinosum,Odonata,Dragonfly gut microbiota (Orthetrum pruinosum),"Understanding how host species identity, geographic location and diet shape gut microbial composition in wild dragonflies",paired,1,1
PRJEB32308,dragonfly,Odonata,Dragonfly diet analysis,"Understanding how host species identity, geographic location and diet shape gut microbial composition in wild dragonflies",paired,1,1
PRJNA579293,Drosophila melanogaster,Diptera,16S and shotgun metagenome sequencing of wild Drosophila melanogaster male guts.,An investigation of the correlations between the fly lipid levels and the composition and gene function of their gut microbiota.,paired,0,0
PRJNA578630,Drosophila,Diptera,Drosophila gut microbiota Raw sequence reads,Drosophila gut microbiota Raw sequence reads,paired,0,0
PRJNA578547,Hermetia illucens larvae,Diptera,Characteriszation of the bacterial microbiome in the feed residue and gut of Hermetia illucens larvae,Characteriszation of the bacterial microbiome in the feed residue and gut of Hermetia illucens larvae using a 16S rRNA gene amplicon sequencing approach.,paired,1,0
PRJNA578403,Honeybee,Hymenoptera,Dose dependent effects of glyphosate on the honey bee gut microbiota,"This study investigates the effects of different concentrations of glyphosate (0.01, 0.04, 0.07, 0.1 and 1.0 mM) and of tylosin (0.1 mM) on the gut microbiome of honey bees.",single,0,0
PRJNA576761,Cinara pinea mordwiko,Hemiptera,insect gut metagenome of Cinara pinea mordwiko Targeted loci environmental,To study the dynamic changes of Buchnera and Serratia symbiotic bacteria from larvae to adult development of Cinara pinea mordwiko,paired,1,0
PRJNA574775,Cockroache,Blattodea,insect gut metagenome Targeted loci environmental,Our study detailed analyzed the dynamic distribution of gut microbiota in blattella germanica across different developmental stage and reported bacterial species that would be vital in the growth and development of cockroaches.,paired,1,0
PRJNA565937,Trichoplusia ni,Lepidoptera,Characterizing the bacterial biome variation using 16S sequencing of four digestive organs of cabbage looper (Trichoplusia ni (Huber) Metagenome,"Characterizing the bacterial biome variation using 16S sequencing of four digestive organs of cabbage looper (Trichoplusia ni (Huber). The digestive organs are as follows: Salivary glands, mandibular glands, Malpighian tubules and the alimentary canal (midgut sample). These organs were dissected and used for Amplicon sequencing .",paired,1,0
PRJNA562505,honeybee,Hymenoptera,unclassified sequences; metagenomes; organismal metagenomes; insect gut metagenome Metagenome,Strain diversity of Gillamella and Snodgrassella in honeybees from different locations,paired,1,1
PRJNA561622,honeybee,Hymenoptera,insect gut metagenome Raw sequence reads,Metagenomics amplicon sequencing of protein-coding genes from two core species found in the honey bee gut microbiome,paired,0,0
PRJNA558996,Pollinator,*,Pollinator dietary analysis,"Declining pollinator populations in the United States are attributed to multiple stressors, including the loss of quality forage. Habitat management in agricultural areas often targets honey bees specifically, with the assumption that native bees will benefit from an “umbrella species” strategy. We tested this theory using a conservation physiology approach to compare the effects of landscape composition and floral dietary composition on the physiological status of honey bees and Melissodes desponsa within a highly developed agricultural area in eastern South Dakota. We tested the hypothesis that a more diverse agricultural landscape and access to more diverse forage resources would contribute to a greater overall macronutrient status in these pollinators. By comparing the physiological status of a managed and native bee coexisting in the same region, we aim to translate these results into proactive management strategies for a region identified as important for pollinator conservation.",paired,1,1
PRJNA558839,Anopheles gambiae,Diptera,Bacterial communities associated with the midgut microbiota of wild Anopheles gambiae in Burkina Faso,Bacterial communities associated with the midgut microbiota of wild Anopheles gambiae in Burkina Faso,paired,1,0
PRJNA557807,Spodoptera litura,Lepidoptera,Midgut microbial diversity analysis of Spodoptera litura using NGS techniques.,Midgut Microbial diversity of insects may vary according to their habitual nature according the available resources the microbial diversity may vary and having some specific relevant functions.,paired,1,0
PRJNA556953,Drosophila,Diptera,Effects of pepper-containing diets in Drosophila gut microbiome,"Dietary compounds such as capsaicinoids found in peppers can cause shifts in the microbiome. Thus, understanding how these interactions occur can reveal potential health implications associated with such changes. This study aimed to explore the effects of dietary pepper treatments on the gastrointestinal microbiome of Drosophila melanogaster.",single,0,0
PRJDB7797,Hornet,Hymenoptera,Hornet gut microbiome,"We aim to unveil gut microbial communities of two hornet species, Vespa mandalinia and Vespa simillima.",paired,1,1
PRJNA555439,Apis cerana,Hymenoptera,Intestinal flora of Apis cerane,Intestinal flora data of Apis cerena at different developmental stages,paired,1,1
PRJNA555399,Luciola,Coleoptera,Luciola,Transcriptome under different habitat conditions,paired,0,0
